Impact ID,Title,Post Date,Start Date,End Date,Description,Categories,Places,
44757,Cotton planting on hold in South Plains of Texas,05/16/2018,05/15/2018, ,"Cotton growers in the South Plains were waiting to plant unless they had significant irrigation capability.  Some farmers cut and baled their wheat.  Rangeland conditions were suffering from the lack of rain.North Texas e-News (Fannin, Texas), May 15, 2018","Agriculture, Plants & Wildlife","Bailey County, TX, Borden County, TX, Castro County, TX, Cochran County, TX, Crosby County, TX, Dawson County, TX, Floyd County, TX, Gaines County, TX, Garza County, TX, Hale County, TX, Hockley County, TX, Lamb County, TX, Lubbock County, TX, Lynn County, TX, Mitchell County, TX, Parmer County, TX, Scurry County, TX, Swisher County, TX, Terry County, TX, Yoakum County, TX",
44733,"Homeowner watering landscaping, adding water to ponds in Goliad County, Texas",05/13/2018,05/12/2018,05/12/2018,"When mowing now kicking up a lot of dust.  Cracks in ground.  Grass drying out, and growth slowing way down.  Having to water garden and new plantings regularly.  Plants showing stress.  Having to add water to ponds to keep up level.CoCoRaHS Report from Station #Berclair 7.3 NW on 5/12/2018",Plants & Wildlife,"Goliad County, TX",
44712,Crops in Texas' South Plains in poor condition,05/10/2018,05/08/2018, ,"Pasture, rangeland and winter wheat in the South Plains remained in poor condition and needed rain.  The Bryan-College Station Eagle (Texas), May 8, 2018","Agriculture, Plants & Wildlife","Bailey County, TX, Borden County, TX, Castro County, TX, Cochran County, TX, Crosby County, TX, Dawson County, TX, Floyd County, TX, Gaines County, TX, Garza County, TX, Hale County, TX, Hockley County, TX, Lamb County, TX, Lubbock County, TX, Lynn County, TX, Mitchell County, TX, Parmer County, TX, Scurry County, TX, Swisher County, TX, Terry County, TX, Yoakum County, TX",
44711,Cotton planting delayed in Rolling Plains of Texas,05/10/2018,05/08/2018, ,"Producers in the Rolling Plains were delaying cotton planting in hopes of receiving some rain beforehand, with a planting deadline of June 20.  Ranchers were putting their cattle on winter wheat and aiming to avoid selling livestock, and some were still giving their animals cake to improve poor body condition scores.The Bryan-College Station Eagle (Texas), May 8, 2018",Agriculture,"Archer County, TX, Baylor County, TX, Childress County, TX, Clay County, TX, Cottle County, TX, Dickens County, TX, Foard County, TX, Hardeman County, TX, Haskell County, TX, Jack County, TX, Kent County, TX, King County, TX, Knox County, TX, Montague County, TX, Motley County, TX, Palo Pinto County, TX, Parker County, TX, Stephens County, TX, Stonewall County, TX, Throckmorton County, TX, Wichita County, TX, Wilbarger County, TX, Wise County, TX, Young County, TX",
44714,Wheat fields not helped by rain in West Central Texas,05/10/2018,05/08/2018, ,"Wheat fields were beyond help in West Central Texas, and more moisture was needed for the start of cotton planting.  Most burn bans remained in effect, despite recent rain.  The Bryan-College Station Eagle (Texas), May 8, 2018","Agriculture, Fire, Relief, Response & Restrictions","Brown County, TX, Burnet County, TX, Callahan County, TX, Coke County, TX, Coleman County, TX, Concho County, TX, Fisher County, TX, Irion County, TX, Jones County, TX, Lampasas County, TX, Llano County, TX, Mason County, TX, McCulloch County, TX, Menard County, TX, Mills County, TX, Nolan County, TX, Runnels County, TX, San Saba County, TX, Schleicher County, TX, Shackelford County, TX, Sterling County, TX, Taylor County, TX, Tom Green County, TX",
44715,"Water hauling, supplemental feeding in South Texas",05/10/2018,05/08/2018, ,"Water hauling and supplemental feeding continued in parts of South Texas that missed the rain, and some producers began selling livestock.  Farmers felt that drought was already affecting corn yield potential, and cotton was not growing for drought and insufficient heat units.  In La Salle County, drought kept farmers from planting rice and soybeans.  The Bryan-College Station Eagle (Texas), May 8, 2018",Agriculture,"Atascosa County, TX, Brooks County, TX, Cameron County, TX, Dimmit County, TX, Duval County, TX, Frio County, TX, Hidalgo County, TX, Jim Hogg County, TX, Jim Wells County, TX, Kenedy County, TX, Kleberg County, TX, La Salle County, TX, Live Oak County, TX, Maverick County, TX, McMullen County, TX, Starr County, TX, Webb County, TX, Willacy County, TX, Zapata County, TX, Zavala County, TX",
44732,"Horse and donkeys relying on hay, wildlife needing food and water in Nueces County, Texas",05/12/2018,05/08/2018,05/08/2018,"My horse and donkeys are relying totally on hay that I have to buy and bring in.  There is no more grass, it's dry, brown and crunchy, the ground is cracking open.  I would say there is a high fire risk.  I have to provide food and water for wildlife.  I ran out of rainwater collected.CoCoRaHS Report from Station #Corpus Christi 3.6 S on 5/8/2018","Agriculture, Fire, Plants & Wildlife","Nueces County, TX",
44713,Farmers reluctant to plant in Texas Panhandle,05/10/2018,05/08/2018, ,"Panhandle farmers were slow to plant, due to drought and the lack of soil moisture.  Some producers were prewatering before planting.  The Bryan-College Station Eagle (Texas), May 8, 2018",Agriculture,"Armstrong County, TX, Briscoe County, TX, Carson County, TX, Collingsworth County, TX, Dallam County, TX, Deaf Smith County, TX, Donley County, TX, Gray County, TX, Hall County, TX, Hansford County, TX, Hartley County, TX, Hemphill County, TX, Hutchinson County, TX, Lipscomb County, TX, Moore County, TX, Ochiltree County, TX, Oldham County, TX, Potter County, TX, Randall County, TX, Roberts County, TX, Sherman County, TX, Wheeler County, TX",
44702,"Little vegetation growth in Lubbock County, Texas",05/07/2018,05/07/2018,05/07/2018,Very little growth of grass on my property; even the weeds arehaving a hard time!  Watering restrictions have been in placesince April 1.CoCoRaHS Report from Station #Ransom Canyon 0.4 ENE on 5/7/2018,Plants & Wildlife,"Lubbock County, TX",
44654,Continued irrigation for wheat in Texas Panhandle,04/25/2018,04/24/2018, ,"Irrigation of wheat continued in the Panhandle, despite recent rainfall, and more rain was needed throughout the region.  Pasture conditions remained poor.  The recent rain was the first some areas have received since October 2017.  The Bryan-College Station Eagle (Texas), April 24, 2018","Agriculture, Plants & Wildlife","Armstrong County, TX, Briscoe County, TX, Carson County, TX, Collingsworth County, TX, Dallam County, TX, Deaf Smith County, TX, Donley County, TX, Gray County, TX, Hall County, TX, Hansford County, TX, Hartley County, TX, Hemphill County, TX, Hutchinson County, TX, Lipscomb County, TX, Moore County, TX, Ochiltree County, TX, Oldham County, TX, Potter County, TX, Randall County, TX, Roberts County, TX, Sherman County, TX, Wheeler County, TX",
44647,"Dry conditions force producer to reduce herds in Jim Hogg County, Texas",04/24/2018,04/24/2018,04/24/2018,"Our ranch is located in Jim Hogg County (Randado, Texas). We have not had any substantial rains since February 2017.  This has affected our grass, shrubs, etc., and of course our cattle and wildlife.  We have been forced to downsize our herds by 70%, thus affecting our income alarmingly.  Our expenses have increased due to the necessity of purchasing feed & supplements for the cattle and wildlife. Other expenses such as gas & transportation have increased as well.  This situation is definitely affecting ranchers/cattlemen in this area in a very negative way.From Jim Hogg County, Texas, on April 24, 2018",Agriculture,"Jim Hogg County, TX",
44660,"Lack of food and water for wildlife and cattle in Val Verde County, Texas",04/26/2018,04/24/2018,04/24/2018,"Very low on food for wildlife and cattle. No grass, forbs, or water. High dry winds present ongoing fire danger.CoCoRaHS Report from Station #Comstock 29.7 NW on 4/24/2018","Agriculture, Plants & Wildlife","Val Verde County, TX",
44657,"Rangelands, pastures drying out, stressed in South Texas",04/25/2018,04/24/2018, ,"South Texas rangelands and pastures were drying out and stressed in some parts of the region.  Grass was in scarce, and stock tanks were starting to run dry.  Spring calf development was slowed by poor grazing conditions.  Cattle continued to receive supplemental feeding of cubes and hay.  The Bryan-College Station Eagle (Texas), April 24, 2018","Agriculture, Plants & Wildlife, Water Supply & Quality","Atascosa County, TX, Brooks County, TX, Cameron County, TX, Dimmit County, TX, Duval County, TX, Frio County, TX, Hidalgo County, TX, Jim Hogg County, TX, Jim Wells County, TX, Kenedy County, TX, Kleberg County, TX, La Salle County, TX, Live Oak County, TX, Maverick County, TX, McMullen County, TX, Starr County, TX, Webb County, TX, Willacy County, TX, Zapata County, TX, Zavala County, TX",
44656,"Wheat, oat fields growing little in West Central Texas",04/25/2018,04/24/2018, ,"Wheat and oat fields in West Central Texas were very short on moisture and not growing much.  Stock tank levels continued to drop and could be problematic this summer if rain does not fall.  Packer cows and bulls were $5 lower per hundredweight, due to drought conditions in the Southern Plains, prompting higher than usual numbers of cows and bulls being sold.  The Bryan-College Station Eagle (Texas), April 24, 2018","Agriculture, Water Supply & Quality","Brown County, TX, Burnet County, TX, Callahan County, TX, Coke County, TX, Coleman County, TX, Concho County, TX, Fisher County, TX, Irion County, TX, Jones County, TX, Lampasas County, TX, Llano County, TX, Mason County, TX, McCulloch County, TX, Menard County, TX, Mills County, TX, Nolan County, TX, Runnels County, TX, San Saba County, TX, Schleicher County, TX, Shackelford County, TX, Sterling County, TX, Taylor County, TX, Tom Green County, TX",
44651,Difficulty tilling properly in Rolling Plains of Texas,04/25/2018,04/24/2018, ,"Dry weather was causing problems for wheat in the Rolling Plains.  The lack of rain made it difficult for producers to till properly.  Producers were feeding supplement daily to their livestock and were moving some cattle to wheat fields that had been meant for harvest. The Bryan-College Station Eagle (Texas), April 24, 2018",Agriculture,"Archer County, TX, Baylor County, TX, Childress County, TX, Clay County, TX, Cottle County, TX, Dickens County, TX, Foard County, TX, Hardeman County, TX, Haskell County, TX, Jack County, TX, Kent County, TX, King County, TX, Knox County, TX, Montague County, TX, Motley County, TX, Palo Pinto County, TX, Parker County, TX, Stephens County, TX, Stonewall County, TX, Throckmorton County, TX, Wichita County, TX, Wilbarger County, TX, Wise County, TX, Young County, TX",
44655,Sand storms in Far West Texas,04/25/2018,04/24/2018, ,"In addition to drought, Far West Texas also endured wind and sand storms that left drifts over roads, in lawns, around barns and into homes.  Fieldwork slowed and was pared down to only what was needed to prevent additional sand from blowing.  Crops were growing, but deer and rabbits grazed on them because that was the only green vegetation in the area.  Fires continued to burn.  The Bryan-College Station Eagle (Texas), April 24, 2018","Agriculture, Plants & Wildlife, Society & Public Health","Andrews County, TX, Brewster County, TX, Crane County, TX, Crockett County, TX, Culberson County, TX, Ector County, TX, El Paso County, TX, Glasscock County, TX, Howard County, TX, Hudspeth County, TX, Jeff Davis County, TX, Loving County, TX, Martin County, TX, Midland County, TX, Pecos County, TX, Presidio County, TX, Reagan County, TX, Reeves County, TX, Terrell County, TX, Upton County, TX, Val Verde County, TX, Ward County, TX, Winkler County, TX",
44652,"Pastures, forages deteriorating in Coastal Bend of Texas",04/25/2018,04/24/2018, ,"Coastal Bend pastures and forages were deteriorating for lack of soil moisture, leading producers to send cattle to market earlier than usual.  The Bryan-College Station Eagle (Texas), April 24, 2018","Agriculture, Plants & Wildlife","Aransas County, TX, Austin County, TX, Bee County, TX, Calhoun County, TX, Colorado County, TX, DeWitt County, TX, Fayette County, TX, Goliad County, TX, Jackson County, TX, Karnes County, TX, Lavaca County, TX, Matagorda County, TX, Nueces County, TX, Refugio County, TX, San Patricio County, TX, Victoria County, TX, Washington County, TX, Wharton County, TX",
