Impact ID,Title,Post Date,Start Date,End Date,Description,Categories,Places,
28303,Communities in South Texas striving to conserve water and maintain steady flow in canal system,04/18/2013,04/01/2013, ,"Authorities in Rio Hondo have imposed water restrictions and will fine violators up to $200 as the city strives to conserve water.  Rio Hondo, San Benito and the East Rio Hondo Water Supply Corporation were considering purchasing water together to maintain a steady flow in the region’s canal system so customers would continue to receive water.  Officials for the San Benito irrigation district have warned that they may run out of water by the end of May, but were unsure how much water they may need to purchase to keep water moving in the canals because the water situation has never been so dire before now.   The further the cities are from the Rio Grande River, the more water they need to purchase.  The cities were also considering using treated water in the canals.  Brownsville Herald (Texas), April 1, 2013","Relief, Response & Restrictions, Water Supply & Quality","Cameron County, TX, Rio Hondo, TX, San Benito, TX",
28233,Desperation led ranchers in South Texas to burn the spines off prickly pear cactus to provide some nourishment for their livestock,03/27/2013,03/25/2013, ,"Desperation led ranchers in South Texas to burn the spines off prickly pear cactus to provide some nourishment and water for their livestock.  The cactus has little protein for the cattle, but ranchers can provide protein pellets, or range cubes, to sustain the livestock.  Ranchers also need an adequate supply of cactus, otherwise cattle will continue eating unburned cactus with spines, which hurt the animals’ mouths, leading to new problems.  Area ranchers were also transporting hay and water for their animals, stated an AgriLife Extension agent in Starr County.  He also noted that many area ranchers were in their late 60s and 70s, meaning that the timeframe for selling livestock, waiting for the drought to break,  rebuilding herds and recouping their investment might be out of reach for some ranchers, leaving them to hold on to their cattle rather than give in and sell.  SouthWest Farm Press (Texas), March 25, 2013","Agriculture, Water Supply & Quality","Brooks County, TX, Cameron County, TX, Hidalgo County, TX, Jim Hogg County, TX, Starr County, TX, Webb County, TX, Zapata County, TX",
28268,"Water restrictions instituted; homeowner chooses drought-tolerant and native plants in San Antonio, Texas",04/09/2013,03/22/2013,03/22/2013,Most rain barrels are empty; water rates have increased; water restrictions have been instituted for watering property. Collecting water at all faucet outlets; choosing drought tolerant or native plants to plant on property. Garden attracts variety of small animals due to diversity of vegetation and water features.CoCoRaHS Report from Station #Terrell Hills 2.8 N on 3/22/2013,"Relief, Response & Restrictions, Water Supply & Quality","Bexar County, TX, San Antonio, TX",
28274,Emergency water restrictions were in effect in parts of South Texas,04/10/2013,03/20/2013, ,"Emergency water restrictions were in effect in parts of South Texas that rely on the Rio Grande River for water.  It is hoped that Mexico will release enough water from its reservoirs to ease the water shortage.  Brownsville Herald (Texas), March 20, 2013","Relief, Response & Restrictions, Water Supply & Quality","Atascosa County, TX, Brooks County, TX, Cameron County, TX, Dimmit County, TX, Duval County, TX, Frio County, TX, Hidalgo County, TX, Jim Hogg County, TX, Jim Wells County, TX, Kenedy County, TX, Kleberg County, TX, La Salle County, TX, Live Oak County, TX, Maverick County, TX, McMullen County, TX, Starr County, TX, Webb County, TX, Willacy County, TX, Zapata County, TX, Zavala County, TX",
28217,Livestock producers in West Central Texas continued to give supplemental feed to their cattle,03/20/2013,03/18/2013, ,"Livestock producers in West Central Texas continued to give supplemental feed to their cattle since rangeland and pastures were in poor condition with very little grass available.  The amount of water in many stock tanks in the area had fallen further, and some tanks were dry.  Abilene Reporter-News (Texas), March 18, 2013","Agriculture, Water Supply & Quality","Brown County, TX, Burnet County, TX, Callahan County, TX, Coke County, TX, Coleman County, TX, Concho County, TX, Fisher County, TX, Irion County, TX, Jones County, TX, Lampasas County, TX, Llano County, TX, Mason County, TX, McCulloch County, TX, Menard County, TX, Mills County, TX, Nolan County, TX, Runnels County, TX, San Saba County, TX, Schleicher County, TX, Shackelford County, TX, Sterling County, TX, Taylor County, TX, Tom Green County, TX",
28216,Irrigation districts in the Lower Rio Grande Valley of Texas very low on water,03/20/2013,03/18/2013, ,"Many of the irrigation districts in the Lower Rio Grande Valley have enough water for one or two irrigations, but three districts have cautioned their municipals customers that water will likely run out in April or May, stated an AgriLife Extension irrigation engineer in College Station.  Abilene Reporter-News (Texas), March 18, 2013","Relief, Response & Restrictions, Water Supply & Quality","Cameron County, TX, Hidalgo County, TX, Starr County, TX, Willacy County, TX",
28193,Little winter grass and vegetation remained in West Central Texas,03/04/2013,03/03/2013, ,"Little winter grass and vegetation remained in West Central Texas as dry conditions continued.  All crops were in need of rain if they are to make it through the growing season.  Farmers were debating on whether to plant cotton or grain sorghum and were taking into consideration prices and water needs of the crops.  Stock tanks were critically low.  Livestock continued to receive supplemental feed.  Abilene Reporter-News (Texas), March 3, 2013",Agriculture,"Brown County, TX, Burnet County, TX, Callahan County, TX, Coke County, TX, Coleman County, TX, Concho County, TX, Fisher County, TX, Irion County, TX, Jones County, TX, Lampasas County, TX, Llano County, TX, Mason County, TX, McCulloch County, TX, Menard County, TX, Mills County, TX, Nolan County, TX, Runnels County, TX, San Saba County, TX, Schleicher County, TX, Shackelford County, TX, Sterling County, TX, Taylor County, TX, Tom Green County, TX",
28192,Livestock producers in the Rollings Plains of Texas were selling cattle or giving full supplemental feed,03/04/2013,03/03/2013, ,"Livestock producers in the Rollings Plains of Texas were selling cattle or giving full supplemental feed to their animals as dry conditions remained.  On the bright side, some counties in the region received rainfall.  Abilene Reporter-News (Texas), March 3, 2013",Agriculture,"Archer County, TX, Baylor County, TX, Childress County, TX, Clay County, TX, Cottle County, TX, Dickens County, TX, Foard County, TX, Hardeman County, TX, Haskell County, TX, Jack County, TX, Kent County, TX, King County, TX, Knox County, TX, Montague County, TX, Motley County, TX, Palo Pinto County, TX, Parker County, TX, Stephens County, TX, Stonewall County, TX, Throckmorton County, TX, Wichita County, TX, Wilbarger County, TX, Wise County, TX, Young County, TX",
28190,Texas rice farmers face second year without irrigation water,03/01/2013,03/01/2013,12/31/2013,"Most rice farmers in Colorado, Wharton and Matagorda counties along the Lower Colorado River in Texas will not receive irrigation water for the second year in a row since lakes Travis and Buchanan did not hold more than 850,000 acre-feet as of March 1st.  This makes the second year in the history of the Lower Colorado River Authority that rice farmers will not get water.  The amount of water in the lakes was 823,551 acre-feet.  KTRK-TV ABC 13 Houston (Texas), March 1, 2013","Agriculture, Relief, Response & Restrictions, Water Supply & Quality","Burnet County, TX, Colorado County, TX, Llano County, TX, Matagorda County, TX, Travis County, TX, Wharton County, TX",
28324,"Cattle being fed, wildlife looking for food in San Patricio County, Texas",04/25/2013,02/15/2013,04/21/2013,"Cotton and sorghum crops are wilting from lack of water, cattle are being fed everything they need to consume to survive. No grass available. Wildlife is begining to consume any field crops available, leading to the destruction of existing crops.From Daniel Wendland, farmer/rancher in Taft, Texas, on April 21, 2013","Agriculture, Plants & Wildlife, Water Supply & Quality","San Patricio County, TX",
28147,Texas Congressional members asking for the President to intervene in fulfillment of 1944 Water Treaty with Mexico,02/18/2013,02/14/2013,09/19/2014,"A group of 35 Texas Congressional members sent a letter to President Obama, requesting that his administration intervene on Texas’ behalf concerning Mexico’s fulfillment of the 1944 Water Treaty.  The group is frustrated that Mexico has not regularly delivered water it owes the U.S. and wants the highest levels of the U.S. government to act on the matter since the issue has not been resolved by the International Boundary and Water Commission.The treaty states that Mexico has to deliver 1,750,000 acre-feet of water to the U.S. every five years.The Monitor (McAllen, Texas), Sept. A number of U.S. congressmen, are seeking President Obama’s involvement with the desperate water supply situation in South Texas and sent drought maps to show that Mexico was not in such dire drought that they could not release water into the Rio Grande River to provide relief to South Texas communities.  Congressmen signing the letter were U.S. Rep. Filemon Vela, D-Brownsville; Ruben Hinojosa, D-Mercedes; Henry Cuellar, D–Laredo; Pete Gallegos, D-Alpine, and Beto O’ Rourke, D-El Paso.  The governor of Texas has also requested intervention from the president.  The U.S. State Department and the U.S. International Boundary and Water Commission have not been able to persuade Mexico to release more water in addition to the inadequate amount that they have already released.  Brownsville Herald (Texas), April 11, 2013Mexico began releasing water from one reservoir into the Rio Grande River on April 5 and stated that one-third of the water was intended for the U.S.  Water from certain tributaries flowing into the Rio Grande River is also for the U.S., so South Texas will get additional water when Mexico receives rainfall.  U.S. Rep. Filemon Vela, D-Brownsville urged the U.S. government to push Mexico to release the water it owes the U.S. so South Texas municipalities and farmers get the water they desperately need.  Brownsville Herald (Texas), April 8, 2013Four congressmen from South Texas sent a letter on Feb. 14 to Eduardo Medina Mora, Mexico’s ambassador to the United States, and Edward Drusina, commissioner of the International Boundary and Water Commission urging them to assist with getting Mexico to deliver the water it owes, according to the 1944 Guadalupe Treaty.  Leaders of several border communities reported that drought and the depleted Rio Grande River were not providing enough water for municipal and agricultural use.  Brownsville Herald (Texas), Feb. 14, 2013","Relief, Response & Restrictions, Water Supply & Quality","District of Columbia, Texas, Brewster County, TX, Alpine, TX, Cameron County, TX, Brownsville, TX, Hidalgo County, TX, Mercedes, TX, Starr County, TX, Webb County, TX, Laredo, TX, Zapata County, TX",
