Impact ID,Title,Post Date,Start Date,End Date,Description,Categories,Places
38388,"Lack of rain affecting crops, trees and shrubs in Erie County, Ohio",10/10/16,6/1/16,10/10/16,"The corn is early this year due to lack of rain.  The soybeans were ok but a little more rain would have helped.  The double-crop soybeans usually need a frost before harvest but this year they are turning already.  The trees have been losing leaves since August.  Many shrubs in the yard have died due to lack of rain.  The sunshine has been great but we are not sure that the drought is over.From an agricultural producer in Erie County, Ohio, on October 8, 2016","Agriculture, Plants & Wildlife","Erie County, OH"
39230,"Corn, soybeans yields down in Hancock County, Ohio",3/1/17,6/1/16,9/30/16,"The average corn yield in Hancock County was 143.2 bushels per acre, which was 0.8 bushels less than the average yield during drought of 2012.  The county’s average soybean yield was 48.4 bushels, whereas the state average was 54.5 bushels.  Drought hampered crop growth and yields in 2016, but farmers hoped that late-season rains might have helped some, but the numbers did not reflect much benefit.  Corn and soybean yields were the lowest of any county in northwestern Ohio, indicating that the 2016 drought was most detrimental to crops in Hancock County.The Courier (Findlay) (Ohio), Feb. 28, 2017",Agriculture,"Hancock County, OH"
33689,Nevada governor urged U.S. Bureau of Land Management to reassess the need for livestock grazing restrictions,5/31/16,5/28/16, ,"Gov. Brian Sandoval urged the U.S. Bureau of Land Management to reassess the need for livestock grazing restrictions in northeast Nevada since the wet winter eased drought conditions by improving forage and water resources.  He would also like to see the agency’s management scheme shift to prioritize ranchers ahead of mustangs rather than the other way around, as was the current practice.  Salem Statesman-Journal (Ore.), May 28, 2016","Agriculture, Plants & Wildlife, Relief, Response & Restrictions","Elko County, NV"
35990,More New Hampshire homeowners needing help with dry wells,8/1/16,5/27/16,7/31/16,"Well drillers in New Hampshire were receiving more calls than usual and blamed drought for the increase.  Calls about dry wells usually begin in July, but a driller in Rollinsford said that he began getting calls several weeks early.   In Kingston, a pump and well business began receiving calls for service in May as wells went dry and the calls have not stopped, keeping well businesses unusually busy.Portsmouth Herald (N.H.), July 31, 2016","Business & Industry, Water Supply & Quality","Rockingham County, NH, Kingston, NH, Strafford County, NH, Rollinsford, NH"
35908,Decreased outflow from Hinckley Reservoir in New York to stabilize water level,7/21/16,5/27/16,7/11/16,"The New York State Canal Corp. cut the outflow of Hinckley Reservoir on May 27 to stabilize the lake level, which had fallen about 12 feet below normal recently, according to the executive director of the Mohawk Valley Water Authority.  Low water levels did not affect canal navigation, power production or drinking water supplies, but the boat ramp closed because vehicles could not get near enough to the water to launch boats.Rainfall brought the water level back up to normal on July 11.Utica Observer-Dispatch (N.Y.), July 21, 2016","Relief, Response & Restrictions, Water Supply & Quality","Herkimer County, NY, Oneida County, NY"
33686,Concern about fire danger in north central Washington,5/27/16,5/26/16, ,"Campers in north central Washington were warned by the state Department of Natural Resources to be careful with fire because forests were still vulnerable to wildfire, due to drought in 2015 and the warm, dry spring this year.Wenatchee World (Wash.), May 26, 2016","Fire, Relief, Response & Restrictions, Tourism & Recreation","Chelan County, WA, Douglas County, WA, Ferry County, WA, Okanogan County, WA"
36231,"Limited hay and rangeland grass production, dried-up water sources, grasshopper infestations noted in Perkins County, South Dakota",9/7/16,5/25/16,9/7/16,"No sufficient rainfall since May 2016. Hot, dry and windy during entire growing season. Limited hay supplies. Livestock water sources dried up. Rangeland grass production limited. Grasshopper infestations very high.Very high percentage of open heifers (30%) due to bad water and no grass.From an agricultural producer in Perkins County, South Dakota, on September 7, 2016","Agriculture, Fire, Plants & Wildlife, Water Supply & Quality","Perkins County, SD"
33680,"Douglas fir trees began browning at top in Linn County, Oregon",5/26/16,5/25/16, ,"A Linn County woodland owner harvested some Douglas fir trees that were turning brown at the top due to the drought that had affected the region.Bend Bulletin (Ore.), May 25, 2016",Plants & Wildlife,"Linn County, OR"
33678,"Insects, tree mortality increased in Lake Tahoe Basin",5/24/16,5/24/16, ,"More trees in the southern Lake Tahoe Basin were succumbing to drought-exacerbated issues, such as tree-killing insects and tree mortality, said Jeff Marsolais, supervisor of the Lake Tahoe Basin Management Unit of the U.S. Forest Service.Reno Gazette-Journal (Nev.), May 24, 2016",Plants & Wildlife,"El Dorado County, CA, Placer County, CA, Carson City, NV, Douglas County, NV, Washoe County, NV"
36106,"Washoe County, Nevada, topsoil erosion causing dust storms, multiple range fires, two dry wells",8/17/16,5/23/16,8/16/16,"Extreme desiccation of topsoil has formed a layer of fine dust 1 to 1.5 inches deep throughout the region, which is moved by winds with speeds as low at 17 mph, causing near-daily dust storms and further erosion of topsoil.  A total loss of vegetative ground cover over 40% of the surface is now evident on all but north-facing slopes.  Two wells have gone dry within a 2-mile radius of this station.  Seven range fires have occurred in the past two weeks, the largest of which burned itself out for lack of fuel. CoCoRaHS Report from Station #Reno 17.8 NNW on 8/16/2016","Fire, Plants & Wildlife, Water Supply & Quality","Washoe County, NV"
33677,Parts of Texas’ South Plains in need of rain for crops and planting,5/23/16,5/22/16, ,"Parts of Texas’ South Plains were in need of rain for crops and planting.  In Cochran County, pasture and rangeland needed moisture.  Some farmers in Garza County cotton, while other farmers waited for rain before planting to improve topsoil moisture.  Rain was needed to encourage warm season grass growth as some early season grasses had begun to slow down and dry out.Most row crops in Starr County were not irrigated, according to the AgriLife Extension agent, and sorghum, sunflower and corn crops were stressed from the lack of rain.  Forages and tanks also showed signs of stress, prompting beef producers to begin moving cattle to market in case rain does not fall soon.  Producers do not want to allow the dryness to stress the animals and hurt body condition scores, given that the cattle market was down and buyers were particular.Abilene Reporter-News (Texas), May 22, 2016","Agriculture, Plants & Wildlife, Water Supply & Quality","Bailey County, TX, Borden County, TX, Castro County, TX, Cochran County, TX, Crosby County, TX, Dawson County, TX, Floyd County, TX, Gaines County, TX, Garza County, TX, Hale County, TX, Hockley County, TX, Lamb County, TX, Lubbock County, TX, Lynn County, TX, Mitchell County, TX, Parmer County, TX, Scurry County, TX, Starr County, TX, Swisher County, TX, Terry County, TX, Yoakum County, TX"
41698,"Stock dams dry, little forage left in Meade County, South Dakota",11/12/17,5/20/16,11/6/17,"We have had only 9.45"" in calendar year 2017.  All my adult cows have been shipped 300 miles east to where there is better forage.  Have had to buy hay for remaining cattle because we were able to put up only about 3% of normal, following 10% of normal last year.  Nearly all stock water dams are dry and those that do have water, only have about a foot left.  New planting alfalfa last spring and cover crop planted mid-summer did not even sprout.  Grass failed to grow after May 29 and went dormant early.  Very little forage left.From Meade County, South Dakota, on November 6, 2017",Agriculture,"Meade County, SD"
36320,Shallow wells in Northeast going dry,9/22/16,5/16/16,9/22/16,"Some private well owners, particularly those with shallow or hand-dug wells, in the Northeast no longer have running water as drought dries up water supplies.  Roughly 2.3 million people, or 20 percent of New England’s population, get water from private wells, according to the U.S. Environmental Protection Agency.  Wells in Kingston, New Hampshire began going dry in May, when a well and pump business reported calls for help began.  During the early part of August, calls for service began pouring in as more wells went dry.  A well driller in East Poultney, Vermont has been busy with his two drilling rigs daily, re-drilling and deepening wells.  A number of privately owned wells has also gone dry in Burrillville, Rhode Island, according to the National Weather Service.Norwich Bulletin (Conn.), Sept. 22, 2016","Business & Industry, Society & Public Health, Water Supply & Quality","Connecticut, Fairfield County, CT, Hartford County, CT, Litchfield County, CT, Middlesex County, CT, New Haven County, CT, New London County, CT, Tolland County, CT, Windham County, CT, Massachusetts, Barnstable County, MA, Berkshire County, MA, Bristol County, MA, Dukes County, MA, Essex County, MA, Franklin County, MA, Hampden County, MA, Hampshire County, MA, Middlesex County, MA, Nantucket County, MA, Norfolk County, MA, Plymouth County, MA, Suffolk County, MA, Worcester County, MA, Maine, Androscoggin County, ME, Aroostook County, ME, Cumberland County, ME, Franklin County, ME, Hancock County, ME, Kennebec County, ME, Knox County, ME, Lincoln County, ME, Oxford County, ME, Penobscot County, ME, Piscataquis County, ME, Sagadahoc County, ME, Somerset County, ME, Waldo County, ME, Washington County, ME, York County, ME, New Hampshire, Belknap County, NH, Carroll County, NH, Cheshire County, NH, Coos County, NH, Grafton County, NH, Hillsborough County, NH, Merrimack County, NH, Rockingham County, NH, Strafford County, NH, Sullivan County, NH, New York, Albany County, NY, Allegany County, NY, Bronx County, NY, Broome County, NY, Cattaraugus County, NY, Cayuga County, NY, Chautauqua County, NY, Chemung County, NY, Chenango County, NY, Clinton County, NY, Columbia County, NY, Cortland County, NY, Delaware County, NY, Dutchess County, NY, Erie County, NY, Essex County, NY, Franklin County, NY, Fulton County, NY, Genesee County, NY, Greene County, NY, Hamilton County, NY, Herkimer County, NY, Jefferson County, NY, Kings County, NY, Lewis County, NY, Livingston County, NY, Madison County, NY, Monroe County, NY, Montgomery County, NY, Nassau County, NY, New York County, NY, Niagara County, NY, Oneida County, NY, Onondaga County, NY, Ontario County, NY, Orange County, NY, Orleans County, NY, Oswego County, NY, Otsego County, NY, Putnam County, NY, Queens County, NY, Rensselaer County, NY, Richmond County, NY, Rockland County, NY, Saint Lawrence County, NY, Saratoga County, NY, Schenectady County, NY, Schoharie County, NY, Schuyler County, NY, Seneca County, NY, Steuben County, NY, Suffolk County, NY, Sullivan County, NY, Tioga County, NY, Tompkins County, NY, Ulster County, NY, Warren County, NY, Washington County, NY, Wayne County, NY, Westchester County, NY, Wyoming County, NY, Yates County, NY, Rhode Island, Bristol County, RI, Kent County, RI, Newport County, RI, Providence County, RI, Washington County, RI, Vermont, Addison County, VT, Bennington County, VT, Caledonia County, VT, Chittenden County, VT, Essex County, VT, Franklin County, VT, Grand Isle County, VT, Lamoille County, VT, Orange County, VT, Orleans County, VT, Rutland County, VT, Washington County, VT, Windham County, VT, Windsor County, VT"
35849,"Lincoln County, Tennessee, severely damaged corn crop from dryness",7/10/16,5/15/16,7/4/16,"Non-irrigated corn is severely damaged from lack of rain. Other crops hurting, but less severely.  CoCoRaHS Report from Station #Fayetteville 8.6 SSW on 7/4/2016",Agriculture,"Lincoln County, TN"
36081,"Hay production reduced on ranch in Perkins County, South Dakota",8/15/16,5/15/16,8/15/16,"Am submitting this report due to the drought conditions we are experiencing in the south half of Perkins County South Dakota! All counties to the west of us have received D3 declaration based on the same moisture conditions we have, but as of yet Perkins County has not been considered! Our personal ranch has had little to no rain and very little runoff to supply our stock dams! Our ranch on a normal year will produce 1100 bales of hay, this year we have 75, we will be purchasing 90% of our winter feed supplies! From an agricultural producer in Perkins County, South Dakota, on August 15, 2016","Agriculture, Water Supply & Quality","Perkins County, SD"
41542,"Livestock affected in Meade County, South Dakota",10/10/17,5/15/16,10/8/17,"Sell late calvers. No hay. Early weaning of calves.  Sell early-smaller receipts. Ship cows 350 miles east due to lack of winter forage and hay.  I am a COCORAHS reporter.  For Water Year 2016 I measured  76% of normal. For Water Year 2017, I measured 65% of normal, for 70.6% of normal for the last two years.  There has been no growth since May 20, 2017.From Meade County, South Dakota, on October 8, 2017",Agriculture,"Meade County, SD"
36277,"Drought affects hay crop, sheep ranch in Utah",9/15/16,5/15/16,9/13/16,"We run a sheep ranch and a small hay farm. The drought has affected us by not growing enough grass to feed the sheep. We have had to pay more money to lease feed from other places and also do not get as many lambs. On the hay ground we usually get 10 to 12 days a month to water our crops with irrigation water; this year we are cut back to four days if we get the water we are supposed to. That makes it very difficult to get a good crop of hay. There have also recently been multiple fires in Utah, one very close to my summer country for the sheep, caused in part by drought.From an agricultural producer in Sanpete County, Utah, on September 13, 2016","Agriculture, Fire, Water Supply & Quality","Carbon County, UT, Emery County, UT, Juab County, UT, Millard County, UT, Sanpete County, UT"
33662,Drought dries Lehman Caves in the Great Basin National Park in Nevada,5/12/16,5/11/16, ,"The Lehman Caves in the Great Basin National Park were drier than normal, due to drought, noted an ecologist for the park.Salt Lake Tribune (Utah), May 11, 2016",Society & Public Health,"White Pine County, NV"
36191,"Dams and pastures dried up in Perkins County, South Dakota",8/30/16,5/10/16,8/29/16,"It has been as dry as I have ever seen it. Most of the rains have come to the buttes and split around me. My pastures are dried up and used up. Dams and dugouts drying up. Will be bringing cows home to winter pasture a month early this year and supplementing with hay and grain to get by till weaning.From a rancher in Perkins County, South Dakota, on August 29, 2016","Agriculture, Water Supply & Quality","Perkins County, SD"
35888,"Stock dams and reservoirs drying up, grazing conditions poor in Buffalo and Harding counties in South Dakota",7/19/16,5/10/16,7/19/16,"Stock dams and reservoirs are drying up.  Grass grew very little this spring, resulting in no hay production and poor grazing conditions.  Both of these conditions will result in lower calf weights this fall, which will result in decreased income from lower calf income and increased expense because ranchers will have to purchase winter feed that they normally would have raised themselves.The lower income and higher expenses will hurt the local economy because the main industry in our area is agriculture and specifically cattle ranching.  This will hurt the local hardware, grocery and gas stations because there will be less money to spend so these business will sell less items.The last time we had rain that made the ground muddy at my place 3 miles west of Buffalo SD was May 10, 2016.  We have had a couple of little showers but any more you can see moisture coming on radar and it will dissipate into nothing.  It is like it is so dry that it evaporates the moisture out of the storms and we receive no much-needed moisture.With the conditions that we have, fire is a real danger.  It is so dry that if a fire ever started it would be impossible to stop till there was some rain.  Usually there is some green in low-lying areas that would slow a fire down but there is none of that this year.  The only thing we have now to slow a fire would be a pasture that has been grazed and has no grass left in it, which is not good either.From an agricultural producer in Buffalo, South Dakota, on July 19, 2016","Agriculture, Business & Industry, Fire, Water Supply & Quality","Buffalo County, SD, Harding County, SD, Buffalo, SD, Camp Crook, SD, Harding, SD, Ladner, SD, Ludlow, SD, Ralph, SD, Redig, SD, Reva, SD"
36179,"Drought reduces forage, hay production in Fall River County, South Dakota",8/29/16,5/10/16,8/28/16,"Due to the drought that we are experiencing we are not getting the amount of forage for grazing in our pastures that we are used to.  We have had 25 heifers and 10 yearlings in a pasture that is close to 900 acres at home and they have impacted the forage to the point that we will not be able to hold our herd there for long before we sell calves.  We usually have the cattle there for 30 days in the fall and then disperse them to our various winter grass.  That will not be possible this year.  We have also suffered a loss in hay production.  We usually get 800 to 1000 bales and we have around 400 bales of hay.  On a hay field that is mostly native grass we usually get 400 bales and we got 22 this year.  We have covered the country haying but got less than 50 % of our expected hay crop.  This will cost us money that we have not budgeted to buy hay to hold our cattle over the winter.  We have just recently got our numbers up to where we want them to be from the last drought and if it does not improve greatly by next year we will have to decrease our numbers again.  If we do that we have a hard time making our payments and it is an endless cycle to struggle to get our numbers back up to where they should be.From an agricultural producer in Fall River County, South Dakota, on August 28, 2016",Agriculture,"Fall River County, SD"
32647,Large mustang roundup needed to ease strain on Nevada's drought-affected rangeland,5/2/16,5/2/16, ,"U.S. Bureau of Land Management Nevada Director John Ruhs would like to round up 4,000 wild horses in Elko County because the drought-affected rangeland was deteriorating.  Apart from the large roundup, it was unlikely that he could lift livestock grazing restrictions in the northeast corner of Nevada.  The mustangs were on four herd-management areas covering over 600 square miles.  The  Sacramento Bee (Calif.), May 2, 2016","Plants & Wildlife, Relief, Response & Restrictions","Elko County, NV"
41268,"Surface water sources dry, rangeland production down in Meade County, South Dakota",9/13/17,5/1/16,9/13/17,"Drought continues unabated.  Received .80 in mid July.  It was so dry, the grass didn't change in color at all.  I've been across most of the central and northern parts of SD during the last 3 weeks.  This area and the area near Bridger and Milesville are the worst.  All surface water sources are either dry or nearly dry.  Grass has been dormant for weeks.  I haven't clipped any rangeland plots, but based on clipping of hay ground by insurance adjusters, I expect rangeland production to be in the 200-400 #/acre range.  Calves have been and will be early weaned.  Cows are scheduled to be shipped to Volga for the winter, but cooperators don't want them until after harvest and we are already out of grass.  We will have to reduce herd size next year.From Meade County, South Dakota, on September 13, 2017","Agriculture, Plants & Wildlife, Water Supply & Quality","Meade County, SD"
40683,"Meade County, SD Steep conditions for hay acquirement",6/12/17,5/1/16, ,"Rainfall has been meager since April 2015.  Lack of moisture and several late frosts in May has all but stopped growth of hay and pasture.  In 2016 we got 10% of normal hay crop.  This year it looks like we will get zero hay.  Hay to purchase is at least 200-300 miles away and over $130/ton delivered for even the poorest hay.  We are selling some cow-calf pairs, and will probably have to liquidate more as grass is at most 5 inches tall.  I have water piped to my pastures, but neighbors who rely on run-off will soon be in trouble.",Agriculture,"Meade County, SD"
41071,"Producer weaning early, trenching stock water pipeline in Meade County, South Dakota",8/7/17,5/1/16,8/7/17,"I am a rancher.  Drought has left us with almost no forage produced this calendar year.  Absolutely no regrowth after grazing.  We will be weaning early, shipping almost all adult cattle 350 miles to be nearer to feed.  Surface water supplies are either dried up or going dry.  Since we have no hay to speak of to put up, we have been trenching approximately 4 more miles of stock water pipeline to 11 additional tanks.  Except in the bottom of the draws, the 6-foot deep ditch is powder clear to the bottom.  Drought is more severe than 2012 and nearly as severe as 2002.From Meade County, South Dakota, on August 7, 2017","Agriculture, Water Supply & Quality","Meade County, SD"
35941,"Agricultural producer hauling water to cattle in Bowman, southern Slope counties in North Dakota",7/27/16,5/1/16,7/25/16,"Hauling water to cattle.  Pastures are brown, no regrowth.   Very limited rain for several months.  Will have to sell cattle early. Extremely dry in Bowman County, southern Slope County.From Scott Thompson, agricultural producer, Bowman, North Dakota, on July 25, 2016",Agriculture,"Bowman County, ND, Slope County, ND"
36263,"Drought causes feed, water problems for ranchers in Perkins County, South Dakota",9/12/16,5/1/16,9/10/16,"I had to rotate my cattle more frequently than I normally would have had to do in a normal year. Also I had to pump more well water, which is a financial burden.  Another big impact for me is the amount of hay that was able to be harvested this year. I had my hay adjusted this year and my yields were zeroed out. I was able to get a minimal few bales to help offset the cost of feed that I am going to have to buy for this upcoming winter but it is far from enough. I am personally still trying to rebuild my cow herd from the Atlas storm of 2014 so less feed makes it hard to build a herd. Our rains have been spotty and minimal amounts in scattered places.  From an agricultural producer in Perkins County, South Dakota, on September 10, 2016",Agriculture,"Perkins County, SD"
36131,"Corn dead, spring hay harvest down in Marion County, Tennessee",8/19/16,5/1/16,8/19/16,"Drought ruined the corn in Marion County, and some producers had already contacted their crop insurance providers to decide how to proceed, said a county extension agent.  ""I do not believe we are quite to the level of selling off cattle, but if the drought continues and forage availability/quality drops much more it could come to that,"" he said, noting that the spring hay harvest was down about 15 percent from the previous year and this fall's yields were expected to be low.Chattanooga Times Free Press (Tenn.), July 23, 2016","Agriculture, Plants & Wildlife, Relief, Response & Restrictions","Marion County, TN"
36230,"Severe drought conditions noted in Fall River County, South Dakota",9/7/16,5/1/16,9/7/16,"The drought is severely impacting the western 1/3 of Fall River County, and is devastating in the northwest corner.  The conditions have been severe in the northwest corner virtually all summer.  I was in this area late last week doing ECP drought inspections for FSA.  I found 90% of all of the dams completely dry and wells not being able to keep up with the livestock needs.  With our ECP-drought signup we have had a larger number of producers in the NW part of Fall River County sign up for temporary and permanent water pipelines and wells.  There is a large number of producers hauling water and have been for quite some time.  Of the 5 ranches I went to this day, all were suffering from the drought, by either moving cattle to winter pastures, hauling water, weaning calves, buying/hauling hay in (as they were able to only put up 10% of normal or none at all) or selling cattle early.  There is virtually no green to be found any where.  I believe the drought in the NW corner of Fall River County is bad as it was in 2012.  Please see attached pictures.From a USDA employee in Fall River County, South Dakota, on September 5, 2016","Agriculture, Water Supply & Quality","Fall River County, SD"
39489,Survey revealed New York farmers' significant crop losses in 2016,4/21/17,5/1/16,11/30/16,"Of the 200+ New York farmers surveyed about 2016 crop losses, more than 70 percent reported losses of unirrigated, rain-fed field crops and pasture acreage ranging from 30 to 90 percent.  Even farmers with irrigation reported losses of up to 35 percent.Fruit growers in western New York lost roughly 52 percent of their crop, and grape growers in that region lost 26 percent. Western berry growers lost 96 percent, while the state’s eastern berry growers lost roughly 75 percent.Growing Produce (Willoughby, Ohio), April 18, 2017",Agriculture,"New York, Albany County, NY, Allegany County, NY, Bronx County, NY, Broome County, NY, Cattaraugus County, NY, Cayuga County, NY, Chautauqua County, NY, Chemung County, NY, Chenango County, NY, Clinton County, NY, Columbia County, NY, Cortland County, NY, Delaware County, NY, Dutchess County, NY, Erie County, NY, Essex County, NY, Franklin County, NY, Fulton County, NY, Genesee County, NY, Greene County, NY, Hamilton County, NY, Herkimer County, NY, Jefferson County, NY, Kings County, NY, Lewis County, NY, Livingston County, NY, Madison County, NY, Monroe County, NY, Montgomery County, NY, Nassau County, NY, New York County, NY, Niagara County, NY, Oneida County, NY, Onondaga County, NY, Ontario County, NY, Orange County, NY, Orleans County, NY, Oswego County, NY, Otsego County, NY, Putnam County, NY, Queens County, NY, Rensselaer County, NY, Richmond County, NY, Rockland County, NY, Saint Lawrence County, NY, Saratoga County, NY, Schenectady County, NY, Schoharie County, NY, Schuyler County, NY, Seneca County, NY, Steuben County, NY, Suffolk County, NY, Sullivan County, NY, Tioga County, NY, Tompkins County, NY, Ulster County, NY, Warren County, NY, Washington County, NY, Wayne County, NY, Westchester County, NY, Wyoming County, NY, Yates County, NY"
41072,"Springs, seeps, stock dams affected by drought in Carter County, Montana, and Harding County, South Dakota",8/7/17,5/1/16,8/7/17,"Long-term soil moisture deficits stemming from early 2016 are impacting springs and seeps on the Custer National Forest in Carter County, MT, and Harding County, SD.  There has not been enough rainfall or snowmelt to really recharge streams and springs across the Sioux Ranger District.  Most of the springs/stock dams/creeks have not had much recharge since early 2016.From Harding County, South Dakota, on August 7, 2017","Agriculture, Plants & Wildlife, Water Supply & Quality","Carter County, MT, Harding County, SD, Camp Crook, SD"
36294,"Drought causes loss of pasture, livestock problems in Perkins County, South Dakota",9/19/16,5/1/16,9/15/16,"Our ranch is located primarily in Perkins County, South Dakota. The drought this year has had a disastrous effect in our county. May and June are our usually our best rainfall months, but this year we received only 2.07"" rain total (May-June) at our ranch. July and August were no better as we received only 1.80"" rain in those two months. We were forced to rent additional pasture for most of the cowherd for three weeks in June to give our stressed grassland some time to recover. In July we received only 1.40"" of rain and due to the heat the grasses did not grow. On August 1st we moved the entire cowherd to a neighbor's ranch where they will remain until September 30. This rent of the neighbor's pasture alone will cost us around $26,000. Add that to the $7,000 cost of the pasture in June totals $33,000 of cost we normally don't have to pay. We also had to buy hay this year which we normally don't. We sold half of our yearling heifers in late June that we usually keep until October. We sold yearling steers and heifers in early September that we had planned to sell in October. All of these cattle we sold early were sold on a depressed cattle market that is almost half of what they sold for a year ago.Our hayground produced 25% of normal.The drought has also affected our lifestyle. We usually take a couple of weekends off a month to go to rodeos or ropings but with the fire danger we hate to leave the ranch.From an agricultural producer in Perkins County, South Dakota, on September 15, 2016","Agriculture, Fire","Perkins County, SD"
40925,"Hay and pastures affected in Meade County, South Dakota",7/20/17,5/1/16,7/19/17,"Drought has deepened in my area.  It actually began around May 1, 2016.  Hay in 2016 was 10% of a normal year.  This year we managed to find 45 bales or about 3% of normal.  There has been no growth or regrowth of pastures since May 15.  Our strategy this year is to wean early, sell open cows early.  Ship most cows 350-400 miles east to winter them on contract since we have no hay carry-over.   Am buying hay for bulls, replacement heifers, and perhaps first calf heifers.  Precipitation is about 43 % of normal for the calendar year.  From Meade County, South Dakota, on July  19, 2017",Agriculture,"Meade County, SD"
35993,"Lack of pasture and stock tank water noted in McKinley County, New Mexico",8/2/16,5/1/16,7/29/16,"Have had 0 precipitation over the past few months, and way above average temperature. Virtually no green on any of our pastures. no stock tank water on any of our high mountain pastures. We need moisture soon, or we are going to have to start selling cattle.From Dudley Byerley, agricultural advisor, Gallup, New Mexico, on July 29, 2016","Agriculture, Plants & Wildlife, Water Supply & Quality","McKinley County, NM"
36152,"Pastures, alfalfa affected by drought in Perkins County, South Dakota",8/24/16,5/1/16,8/18/16,"This year we only cut 1/3 of our alfalfa/grass.  Some of the corn has not done well due to the drought.  The pastures have had no regrowth this year as there has been so little rain.From an agricultural producer in Perkins County, South Dakota, on August 18, 2016",Agriculture,"Perkins County, SD"
32623,"Restriction on open burning in Brunswick County, North Carolina",4/22/16,4/21/16, ,"The North Carolina Forest Service and Brunswick County Emergency Services urged residents to avoid outdoor burning until precipitation falls to lower the fire danger.Star News Online (Wilmington, N.C.), April 21, 2016","Fire, Relief, Response & Restrictions","Brunswick County, NC"
32622,State of emergency due to fire danger in Wisconsin,4/22/16,4/21/16, ,"Gov. Scott Walker declared a state of emergency due to elevated wildfire conditions in Wisconsin.  All state agencies were asked to help as they were able with wildfire response and recovery efforts.  The executive order  permits Wisconsin National Guard leaders to activate units as needed to help.  As of April 21, fires were burning in northwestern Portage County and in southern Waushara County.Eau Claire Leader-Telegram (Wis.), April 22, 2016","Fire, Relief, Response & Restrictions","Wisconsin, Portage County, WI, Waushara County, WI"
32618,"Cattle sales, wheat beyond hope in Roger Mills County, Oklahoma",4/20/16,4/19/16, ,"Farmers and ranchers in Roger Mills County were starting to sell cattle and give up on wheat crops, according to Oklahoma state climatologist, Gary McManus.NewsOK.com (Oklahoma City), April 19, 2016",Agriculture,"Roger Mills County, OK"
32640,"Morris County, New Jersey, low streams, dry soil and grasses",4/28/16,4/19/16,4/21/16,"Soil and grasses drying out, streams are low. Smoke from brush fires apparent at sunset, west of here on 4/20/16.  CoCoRaHS Report from Station #Randolph Twp 2.0 E on 4/21/2016","Fire, Plants & Wildlife, Water Supply & Quality","Morris County, NJ"
32619,Dry conditions prompt burn bans in Wisconsin,4/20/16,4/18/16, ,"The Wisconsin Department of Natural Resources prohibited outdoor burning in Waushara, Green Lake and Waupaca counties while dry vegetation, wind and the absence of new grass increased the fire danger.  Fire fighters received quite a few fire calls over the weekend.Oshkosh Northwestern (Wis.), April 18, 2016","Fire, Relief, Response & Restrictions","Fond du Lac County, WI, Green Lake County, WI, Waupaca County, WI, Waushara County, WI"
32621,Above normal fire activity in Pennsylvania,4/22/16,4/16/16,4/21/16,"Warm, dry weather has brought more Pennsylvanians outdoors and increased the number of fires with at least three homes and 10 outbuildings damaged or destroyed statewide.  Since April 16, the state Department of Conservation and Natural Resources and local fire departments have fought six forest fires in southwestern Pennsylvania.  By April 20, the largest fire actively burning had charred 450 acres in Bedford County, while a 70-acre blaze was underway in Tioga County.Pittsburgh Post-Gazette (Penn.), April 21, 2016",Fire,"Pennsylvania, Bedford County, PA, Bedford, PA, Tioga County, PA, Westmoreland County, PA"
32645,"Madison County, North Carolina, large wildfire preventing hiking",4/30/16,4/12/16,4/26/16,"It's been dry. We were away a couple weeks and found 0.91"" of rain in the gauge. In the past week we've had 0.72"" over two days. The dryness, combined with wind, have pushed a wildfire to over 3000 acres. A couple days ago the fire jumped the U.S. highway into Hot Springs closing the major highway for over 12 hours. The Appalachian Trail from Hot Springs to Allen Gap is closed due to the still active fire and risk of falling snags. Hikers are piling up in Hot Springs and shuttles around the fire zone are being offered for those who want to keep going. Meanwhile, spring is greening up everything with a profusion of wildflowers, returning warblers, scarlet tanagers, and ""our"" broad-winged hawks. The wildlife camera recorded coyotes, bear, bobcat, and raccoon wandering through. The early garden is thriving and the soil is moist about 2"" under. Despite the dryness, our stream is still supplying the hydro with enough water to run on low. The spring remains at excellent quality and quantity.  CoCoRaHS Report from Station #Marshall 13.6 NNW on 4/26/2016","Fire, Plants & Wildlife, Tourism & Recreation, Water Supply & Quality","Madison County, NC"
32606,"Burns bans in Woodward, Alfalfa counties in Oklahoma",4/14/16,4/11/16, ,"Woodward County commissioners banned open burning at the recommendation of the Woodward County emergency manager and the fire chief.  Drought and high winds raised the fire danger.  Neighboring Alfalfa County also adopted a burn ban.Enid News & Eagle (Okla.), April 12, 2016","Fire, Relief, Response & Restrictions","Alfalfa County, OK, Woodward County, OK"
