Impact ID,Title,Post Date,Start Date,End Date,Description,Categories,Places,
36235,Touring boats ran aground in two New Hampshire lakes,09/08/2016,08/26/2016, ,"Touring boats on both Lake Winnipesaukee and Lake Sunapee have both run aground since drought lowered water levels in both lakes.  Lake Winnipesaukee was a foot and a half low, while Sunapee was seven inches low.  Manchester Union Leader (N.H.), Sept. 3, 2016","Tourism & Recreation, Water Supply & Quality","Belknap County, NH, Carroll County, NH, Merrimack County, NH, Sullivan County, NH",
36155,Wave of wildfires burning in the West,08/24/2016,08/24/2016, ,"Many wildfires were burning in western states as dry, windy conditions made it difficult to bring the fires under control.  Firefighters in California, Oregon, Washington, Montana, Idaho, Wyoming and Utah were creating fire lines and defending property as residents faced mandatory evacuations and hoped for the best.Klamath Falls Herald and News (Ore.), Aug. 24, 2016",Fire,"Monterey County, CA, San Bernardino County, CA, San Luis Obispo County, CA, Bonneville County, ID, Flathead County, MT, Missoula County, MT, Sanders County, MT, Baker County, OR, Malheur County, OR, Cache County, UT, Sevier County, UT, Washington, Park County, WY, Teton County, WY",
36174,"Smaller, sweeter apples in New York",08/26/2016,08/22/2016, ,"Drought resulted in smaller apples in New York, but they will be sweeter than usual.  The president of the New York Apple Association predicted the crop will be 1.5 to 2 million bushels below the five-year average of 29.5 million bushels.WSKG & WSQX Public Broadcasting (Vestal, N.Y.), Aug. 22, 2016",Agriculture,"New York, Albany County, NY, Allegany County, NY, Bronx County, NY, Broome County, NY, Cattaraugus County, NY, Cayuga County, NY, Chautauqua County, NY, Chemung County, NY, Chenango County, NY, Clinton County, NY, Columbia County, NY, Cortland County, NY, Delaware County, NY, Dutchess County, NY, Erie County, NY, Essex County, NY, Franklin County, NY, Fulton County, NY, Genesee County, NY, Greene County, NY, Hamilton County, NY, Herkimer County, NY, Jefferson County, NY, Kings County, NY, Lewis County, NY, Livingston County, NY, Madison County, NY, Monroe County, NY, Montgomery County, NY, Nassau County, NY, New York County, NY, Niagara County, NY, Oneida County, NY, Onondaga County, NY, Ontario County, NY, Orange County, NY, Orleans County, NY, Oswego County, NY, Otsego County, NY, Putnam County, NY, Queens County, NY, Rensselaer County, NY, Richmond County, NY, Rockland County, NY, Saint Lawrence County, NY, Saratoga County, NY, Schenectady County, NY, Schoharie County, NY, Schuyler County, NY, Seneca County, NY, Steuben County, NY, Suffolk County, NY, Sullivan County, NY, Tioga County, NY, Tompkins County, NY, Ulster County, NY, Warren County, NY, Washington County, NY, Wayne County, NY, Westchester County, NY, Wyoming County, NY, Yates County, NY",
38395,"Shelby County, Tennessee, dry, brown grass, trees dropping leaves",10/12/2016,08/22/2016,10/06/2016,Grass is almost dried up and brown.  River birch trees dropping its leaves. CoCoRaHS Report from Station #Memphis 12.0 SE on 10/6/2016,Plants & Wildlife,"Shelby County, TN",
36143,"Low level of Lake Champlain on New York/Vermont border affected boating, shipwreck viewing",08/23/2016,08/22/2016, ,"Boaters on Lake Champlain noticed that the water level was low and found that underwater plants get tangled around propellers rather easily.  The low water level also allowed divers and possibly even snorkelers to view some of the many shipwrecks in the lake, some of which were just south of the Burlington waterfront.  Fewer boaters were coming to the lake, noted a Lake Champlain Basin Program monitor who checked boats for aquatic wildlife from elsewhere.  In addition, not all launches around the lake were able to accommodate big boats any longer with the water being low.  Low snowfall last winter and low precipitation in 2016 has allowed the lake level to drop.  Burlington Free Press (Vt.), Aug. 22, 2016","Society & Public Health, Tourism & Recreation, Water Supply & Quality","Clinton County, NY, Essex County, NY, Chittenden County, VT, Grand Isle County, VT",
36177,Boat launches closed at Lake Massabesic in New Hampshire,08/29/2016,08/22/2016, ,"Both trailer boat launches at Lake Massabesic were closed until further notice, due to low water levels.Manchester Ink Link (N.H.), Aug. 22, 2016","Relief, Response & Restrictions, Tourism & Recreation, Water Supply & Quality","Hillsborough County, NH, Manchester, NH",
36145,Rhode Island vegetation affected by drought,08/23/2016,08/22/2016, ,"A horticulturalist in Rockville reported that his customers were concerned about the appearance of their trees and gardens.  Given the lack of rain, prolonged, excessive heat and moth infestations, area trees need rain to grow new leaves, but none was falling.  Another landscaper said that he was having trouble convincing his clients that their lawns will recover from the dry spell.The governor of Rhode Island issued a statewide drought advisory days ago, but the public seemed to be not in step with the notion of water conservation yet.Westerly Sun (R.I.), Aug. 22, 2016","Business & Industry, Society & Public Health","Washington County, RI",
36146,Low water at Bennington Fish Culture Station in Vermont,08/23/2016,08/21/2016, ,"Water levels were about 30 percent below normal at the Bennington Fish Culture Station in Vermont, leading biologists to reduce daily feedings from three to one daily.  The fish will be about 5 inches long when they are released next spring rather than the typical 7 inches long.  Greenfield Recorder (Mass.), Aug. 21, 2016","Plants & Wildlife, Water Supply & Quality","Bennington County, VT, Bennington, VT",
36176,"Fires burned rapidly near Spokane, Washington",08/26/2016,08/21/2016, ,"Three wildfires broke out around Spokane in the early afternoon on Aug. 21.  The fires charred more than 3,000 acres and destroyed a number of homes.Spokane Spokesman-Review (Wash.), Aug. 21, 2016",Fire,"Lincoln County, WA, Davenport, WA, Spokane County, WA, Spangle, WA, Spokane, WA",
36149,"Interconnections being created for Cornell University, Ithaca and Bolton Point system in New York",08/23/2016,08/19/2016, ,"Cornell, the city of Ithaca and the nearby Bolton Point water system hired a consultant to assist them in developing contingency plans in case the drought continues or intensifies.  The three systems would be able to share water if needed.Syracuse Post-Standard & Syracuse.com (N.Y.), Aug. 19, 2016","Relief, Response & Restrictions, Water Supply & Quality","Tompkins County, NY, Ithaca, NY",
36126,"Drought advisory, conservation urged in Rhode Island",08/19/2016,08/18/2016, ,"Gov. Gina Raimondo of Rhode Island issued a drought advisory, the lowest of four drought designations, for the state.  The goal was to raise awareness about the lack of rain and to promote water conservation.Providence Journal (R.I.), Aug. 18, 2016","Relief, Response & Restrictions, Water Supply & Quality","Rhode Island, Bristol County, RI, Kent County, RI, Newport County, RI, Providence County, RI, Washington County, RI",
36121,New Hampshire apples need more rain to increase size before harvest,08/19/2016,08/18/2016, ,"New Hampshire apples need more rain to grow bigger before harvest.  Roughly 40 percent of apple growers have irrigation, but there is significant cost and labor associated with irrigating.Manchester Union Leader (N.H.), Aug. 18, 2016","Agriculture, Society & Public Health","Grafton County, NH, Hillsborough County, NH, Rockingham County, NH, Londonderry, NH, Strafford County, NH",
36141,"Burning prohibited on state-managed lands, no campfires in state parks in Washington state",08/22/2016,08/18/2016, ,"The Washington Department of Natural Resources prohibited burning on all state-managed forest lands.  Washington State Parks also announced a campfire ban in all state parks through Sept. 30.  Nearly all of Washington state was abnormally dry, while the southeast corner was in moderate drought.Bellingham Herald (Wash.), Aug. 18, 2016","Fire, Relief, Response & Restrictions","Adams County, WA, Asotin County, WA, Benton County, WA, Chelan County, WA, Clallam County, WA, Clark County, WA, Columbia County, WA, Cowlitz County, WA, Douglas County, WA, Ferry County, WA, Franklin County, WA, Garfield County, WA, Grant County, WA, Grays Harbor County, WA, Island County, WA, Jefferson County, WA, King County, WA, Kitsap County, WA, Kittitas County, WA, Klickitat County, WA, Lewis County, WA, Lincoln County, WA, Mason County, WA, Okanogan County, WA, Pacific County, WA, Pend Oreille County, WA, Pierce County, WA, San Juan County, WA, Skagit County, WA, Skamania County, WA, Snohomish County, WA, Spokane County, WA, Stevens County, WA, Thurston County, WA, Wahkiakum County, WA, Walla Walla County, WA, Whatcom County, WA, Whitman County, WA, Yakima County, WA",
36117,Hay not growing back well in central New Hampshire,08/18/2016,08/17/2016, ,"The hayloft of the Concord Equestrian Center held less hay than it usually does for mid-August because drought has cut into hay production and dried out pastures.  For many, the first cut of hay was good, but hay did not grow back well, leaving the second cut on the slim side.  Concord Monitor (N.H.), Aug. 17, 2016","Agriculture, Plants & Wildlife","Belknap County, NH, Carroll County, NH, Cheshire County, NH, Coos County, NH, Grafton County, NH, Hillsborough County, NH, Merrimack County, NH, Concord, NH, Rockingham County, NH, Strafford County, NH, Sullivan County, NH",
36140,"Fire restrictions in Bellingham, Lummi Island and unincorporated Whatcom County in Washington",08/22/2016,08/16/2016,09/29/2016,"Open burning was banned in unincorporated Whatcom County until further notice, due to dry conditions and a higher fire danger.  The ban included all outdoor burning, yard debris fire, land-clearing fire and recreational fires.  Bellingham officials announced a similar ban on the morning of Aug. 18 to remain in effect until further notice, while Whatcom County Fire District 11 enacted a burn ban on Lummi Island on Aug. 16 to remain effective through at least Sept. 29.Bellingham Herald (Wash.), Aug. 18, 2016","Fire, Relief, Response & Restrictions","Whatcom County, WA, Bellingham, WA",
36115,Lake Mead just high enough to avoid water delivery cuts to Nevada and Arizona in 2017,08/18/2016,08/16/2016, ,"The U.S. Bureau of Reclamation projected that Lake Mead would just barely have enough water to avoid triggering cuts in water deliveries for 2017, meaning that Nevada and Arizona will have adequate water supplies in 2017.  The water level was just 4 feet above the 1,075-foot elevation action point.  But it does not appear that Lake Mead will have enough for 2018, when Nevada and Arizona may see their first cuts in water supply from the Colorado River.Elko Daily Free Press (Nev.), Aug. 16, 2016","Relief, Response & Restrictions, Water Supply & Quality","Arizona, Mohave County, AZ, California, Nevada, Clark County, NV",
38757,"Producer feeding hay since mid-August in Watauga County, North Carolina",11/15/2016,08/15/2016,11/14/2016,"My sons and I have a registered Black Angus stock replacement farming operation (heifers and bulls) based in Watauga County, North Carolina. The drought conditions in the western side of our county have resulted in feeding our cattle hay since mid-August. I have fed the same number of cattle at the same locations for over 10 years, but did not start feeding hay until mid-November or later in previous years.  On one of our leased farms, water in the stream is extremely low; therefore, I hired a local contractor to dig holes in the bed of the stream to store water for watering our cattle.  From an agricultural producer in Watauga County, North Carolina, on November 14, 2016","Agriculture, Water Supply & Quality","Watauga County, NC, Boone, NC",
36103,"Caswell County, North Carolina, plants suffering, lake level dropping",08/17/2016,08/14/2016,08/14/2016,"Can't believe I am saying this but we need rain. It is very hot, humid and dry. Air conditioner running at full steam. Plants in the yard are beginning to suffer and containers need daily attention. But this weather does allow for field crops to be harvested. lake activity is winding down as vacation time ends. Lake level is slowly dropping, now 410.36'. The meteor shower has been disappointing and it was still uncomfortable at midnight. The dog days of August are in full swing. CoCoRaHS Report from Station #Hyco on 8/14/2016","Plants & Wildlife, Water Supply & Quality","Caswell County, NC",
38476,"Voluntary water conservation requested in Barre, Vermont",10/27/2016,08/12/2016,10/27/2016,"A request for voluntary water conservation was made on Aug. 12 to Barre residents because the water level in the Dix Reservoir in Orange was about three feet below the top of the flashboards.  On Oct. 22, the reservoir’s level plunged to 5 ½ feet below the top of the flashboards after water use by Barre Town and Graniteville rose to 2.8 million gallons, far above its typical use of 300,000 gallons per month, due to a water shortage in Graniteville.  Heavy weekend rain returned the reservoir to a little more than 3 feet below the top of the flashboards on Oct. 26.  The need for voluntary conservation will likely remain in place through the winter.Barre-Montpelier Times Argus (Vt.), Oct. 27, 2016","Relief, Response & Restrictions, Water Supply & Quality","Washington County, VT, Barre, VT",
36114,Cultivated blueberries in New Hampshire needed rain,08/18/2016,08/11/2016, ,"Many of the small, family-run cultivated blueberry farms in New Hampshire were not doing as well as Maine’s wild crop did.Minneapolis-St. Paul Star Tribune (Minn.), Aug. 11, 2016",Agriculture,"Grafton County, NH, Rockingham County, NH, Strafford County, NH",
36061,"Corn two feet tall in Genesee County, New York",08/11/2016,08/10/2016, ,"Corn in western New York was just two feet high and done growing after a dry summer deprived the crop of adequate water.  One farmer in Genesee County reported that his corn had tasseled and was just above knee-high.  He also noted that many animals—bugs, deer and woodchucks—were damaging his crops because they were the only moist thing on the land. Batavia Daily News (N.Y.), Aug. 10, 2016","Agriculture, Plants & Wildlife","Genesee County, NY, Batavia, NY, Le Roy, NY",
36063,"Wells failing, losing pressure in Genesee County, New York",08/11/2016,08/10/2016, ,"Some Genesee County well owners found that their wells had gone dry or had reduced pressure.  Batavia Daily News (N.Y.), Aug. 10, 2016","Society & Public Health, Water Supply & Quality","Genesee County, NY, Batavia, NY, Le Roy, NY",
36062,"Roadside vegetation wilting in Genesee County, New York",08/11/2016,08/10/2016, ,"Roadside vegetation in Genesee County appeared somewhat wilted as the drought wore on them.  Batavia Daily News (N.Y.), Aug. 10, 2016",Plants & Wildlife,"Genesee County, NY",
36051,Additional cow elk hunting licenses to be offered in southwestern South Dakota,08/10/2016,08/09/2016,12/31/2016,"South Dakota's Game, Fish and Parks Department will offer an additional 50 cow elk hunting licenses this year as part of a drought contingency program in the state’s elk management plan.  Five additional licenses will be issued for each of 10 northern Black Hills antlerless elk hunting units where the range conditions were deteriorating rapidly.KOTA-TV ABC 3 (S.D.), Aug. 9, 2016","Plants & Wildlife, Relief, Response & Restrictions, Tourism & Recreation","Bennett County, SD, Butte County, SD, Corson County, SD, Custer County, SD, Dewey County, SD, Fall River County, SD, Haakon County, SD, Harding County, SD, Jackson County, SD, Jones County, SD, Lawrence County, SD, Meade County, SD, Mellette County, SD, Oglala Lakota County, SD, Pennington County, SD, Perkins County, SD, Stanley County, SD, Todd County, SD, Ziebach County, SD",
36069,Thirsty birds gobble sweet corn in New York,08/12/2016,08/09/2016, ,"Grackles, starlings and red-winged blackbirds wiped out nearly eight acres of sweet corn on a farm near Batavia.  The farmer normally has trouble with birds in his corn, but never to the extent of four entire fields of corn becoming unmarketable after the birds tore back the husks and devoured the corn.Batavia Daily News (N.Y.), Aug. 9, 2016","Agriculture, Plants & Wildlife","Erie County, NY, Eden, NY, Genesee County, NY, Niagara County, NY, Lockport, NY",
36172,"Wells starting to run dry in Westdale, New York",08/26/2016,08/09/2016, ,"In Westdale, New York, some wells are starting to run dry. The Westdale dam has rocks exposed, and algae is stretching into the middle of the creek. WSTM-TV 3 (NY), August 9, 2016",Water Supply & Quality,"Oneida County, NY",
36068,"Corn yield down in Mahoning County, Ohio",08/12/2016,08/09/2016, ,"Ears of corn have not filled out to the end for lack of rain, leading a farmer to expect a 50-bushel reduction in yield.WKBN/WYFX (Youngstown, Ohio), Aug. 9, 2016",Agriculture,"Mahoning County, OH, Canfield, OH",
36075,Drought curbed produce entries for Clearfield County Fair in Pennsylvania,08/12/2016,08/08/2016, ,"Produce and garden entries at the Clearfield County Fair were down by at least a third this year, due to the lack of rain.The Courier Express (DuBois, Penn.), Aug 8, 2016","Agriculture, Society & Public Health","Clearfield County, PA",
36060,"Corn, soybean yields will be down in Crawford County, Ohio",08/11/2016,08/08/2016, ,"Ears of corn in Crawford County were smaller than normal and did not have all of their kernels.  The soybeans, too, were coping with the lack of moisture by dropping pods because the plants did not have sufficient water to produce all of them.  Spider mites, which thrive in hot, dry weather, were threatening the plants.Bucyrus Telegraph Forum (Ohio), Aug. 8, 2016",Agriculture,"Crawford County, OH",
36092,"Carroll County, New Hampshire, browning grass, dying plants",08/16/2016,08/07/2016,08/07/2016,No appreciable precipitation in two weeks. Ornamentals are wilting. Must water to save them. Grass brown in broad areas. CoCoRaHS Report from Station #Madison 1.7 SE on 8/7/2016,Plants & Wildlife,"Carroll County, NH",
36023,Federal drought disaster designation requested for three New Hampshire counties,08/05/2016,08/05/2016, ,"Gov. Maggie Hassan of N.H. requested a drought disaster designation for Rockingham, Strafford and Grafton counties, citing more than 30 percent in crop losses.Portsmouth Herald (N.H.), Aug. 5, 2016","Agriculture, Relief, Response & Restrictions","Grafton County, NH, Rockingham County, NH, Strafford County, NH",
36009,"Water conservation urged in Oswego, New York",08/04/2016,08/04/2016, ,"Residents of Oswego were urged by their mayor to conserve water because the drought has caused the city’s ground storage water tank to drop near a critically low level.  All water users were asked to limit usage to the necessities and delay activities such as lawn watering, car washing and pool filling until after Labor Day.  The mayor warned that water continued “to be depleted at a rate that could cause a significant health hazard if water conservation measures are not undertaken,"" according to a news release.  People in the towns of Scriba and New Haven were also asked to conserve because they receive water from Oswego.Syracuse Post-Standard & Syracuse.com (N.Y.), Aug. 4, 2016","Relief, Response & Restrictions, Water Supply & Quality","Oswego County, NY, New Haven, NY, Oswego, NY",
36169,"Residents asked to conserve water in Ithaca, New York",08/26/2016,08/04/2016, ,"Regional drought affecting the city of Ithaca, New York, has caused concerns about a water shortage and discoloration issues in drinking water. Residents have been asked to conserve water. theithacajournal (NY), August 4, 2016","Relief, Response & Restrictions, Water Supply & Quality","Tompkins County, NY, Ithaca, NY",
36019,"Parts of Clark, Greene counties in Ohio desperate for rain",08/05/2016,08/04/2016, ,"In parts of Greene and Clark counties in southwestern Ohio, farmers were desperate for rain, while other parts of those counties were okay.Dayton Daily News (Ohio), Aug. 4, 2016",Agriculture,"Clark County, OH, Greene County, OH",
36015,Hungry wildlife eating crops in New York,08/05/2016,08/04/2016, ,"Hungry deer were eating broccoli on a farm near Brant, leading the farmer to come up with schemes to outwit the hungry critters.  Chickens were kept inside to protect them from predators.  Short corn stalks left the small ears vulnerable to hungry raccoons.  WIVB-TV Buffalo (N.Y.), Aug. 4, 2016","Agriculture, Plants & Wildlife","Erie County, NY",
36012,"More than 140 Pennsylvania communities with restrictions, bans on water use",08/04/2016,08/03/2016, ,"More than 140 Pennsylvania communities have restrictions or bans on water use, stated Ed Coletta, state Department of Environmental Protection spokesman.  Between 100 and 110 communities restricted water use last summer, indicating that the water supply situation was worse in 2016 than in 2015.  Gant Daily (Clearfield, Penn.), Aug. 3, 2016","Relief, Response & Restrictions, Water Supply & Quality","Pennsylvania, Adams County, PA, Allegheny County, PA, Armstrong County, PA, Beaver County, PA, Bedford County, PA, Berks County, PA, Blair County, PA, Bradford County, PA, Bucks County, PA, Butler County, PA, Cambria County, PA, Cameron County, PA, Carbon County, PA, Centre County, PA, Chester County, PA, Clarion County, PA, Clearfield County, PA, Clinton County, PA, Columbia County, PA, Crawford County, PA, Cumberland County, PA, Dauphin County, PA, Delaware County, PA, Elk County, PA, Erie County, PA, Fayette County, PA, Forest County, PA, Franklin County, PA, Fulton County, PA, Greene County, PA, Huntingdon County, PA, Indiana County, PA, Jefferson County, PA, Juniata County, PA, Lackawanna County, PA, Lancaster County, PA, Lawrence County, PA, Lebanon County, PA, Lehigh County, PA, Luzerne County, PA, Lycoming County, PA, McKean County, PA, Mercer County, PA, Mifflin County, PA, Monroe County, PA, Montgomery County, PA, Montour County, PA, Northampton County, PA, Northumberland County, PA, Perry County, PA, Philadelphia County, PA, Pike County, PA, Potter County, PA, Schuylkill County, PA, Snyder County, PA, Somerset County, PA, Sullivan County, PA, Susquehanna County, PA, Tioga County, PA, Union County, PA, Venango County, PA, Warren County, PA, Washington County, PA, Wayne County, PA, Westmoreland County, PA, Wyoming County, PA, York County, PA",
36022,"Dry weather reduced mosquito population in New Hanover County, North Carolina",08/05/2016,08/03/2016, ,"Drier weather and heat has reduced the mosquito population in New Hanover County, possibly making this year one of the lowest for mosquito spraying.Wilmington Morning Star (N.C.), Aug. 3, 2016","Plants & Wildlife, Society & Public Health","New Hanover County, NC",
38329,"Dry weather leads to brown grass in Howard County, Nebraska",09/29/2016,08/03/2016,09/26/2016,"A livestock producer in Howard County reported that grass was brown and had been for a month, due to the dry weather, at a time of year when green growing grass is needed to feed livestock. From a livestock producer in Howard County, Nebraska, on September 3, 2016","Agriculture, Plants & Wildlife","Howard County, NE",
36011,"Drought watch, warning in Pennsylvania",09/05/2016,08/03/2016,09/05/2016,"The Department of Environmental Protection issued a drought watch declaration for four additional Pennsylvania counties — Chester, Cumberland, Delaware and Philadelphia — due to low stream flows, declining groundwater levels and lack of precipitation.Lancaster Farming (Ephrata, Penn.), Sept. 9, 2016The Pennsylvania Department of Environmental Protection issued a drought watch declaration for 34 counties and a drought warning declaration for Potter County following a meeting of the Commonwealth Drought Task Force where members assessed recent water supply conditions.  Low stream flows, declining groundwater levels and below-normal precipitation were the main factors leading to the declarations.  Residents in the drought watch declarations were urged to reduce water use by 5 percent, while those in Potter County in the drought warning declaration were encouraged to limit water use by 10 to 15 percent.  The drought watch counties include Armstrong, Bedford, Berks, Blair, Bradford, Cameron, Carbon, Centre, Clarion, Clearfield, Clinton, Dauphin, Elk, Forest, Fulton, Huntingdon, Indiana, Jefferson, Juniata, Lawrence, Lebanon, Lehigh, Lycoming, McKean, Mercer, Mifflin, Northampton, Perry, Schuylkill, Snyder, Sullivan, Tioga, Union and Venango.Gant Daily (Clearfield, Penn.), Aug. 3, 2016","Relief, Response & Restrictions, Water Supply & Quality","Armstrong County, PA, Bedford County, PA, Berks County, PA, Blair County, PA, Bradford County, PA, Cameron County, PA, Carbon County, PA, Centre County, PA, Chester County, PA, Clarion County, PA, Clearfield County, PA, Clinton County, PA, Cumberland County, PA, Dauphin County, PA, Delaware County, PA, Elk County, PA, Forest County, PA, Fulton County, PA, Huntingdon County, PA, Indiana County, PA, Jefferson County, PA, Juniata County, PA, Lawrence County, PA, Lebanon County, PA, Lehigh County, PA, Lycoming County, PA, McKean County, PA, Mercer County, PA, Mifflin County, PA, Northampton County, PA, Perry County, PA, Philadelphia County, PA, Potter County, PA, Schuylkill County, PA, Snyder County, PA, Sullivan County, PA, Tioga County, PA, Union County, PA, Venango County, PA",
40866,"Winter wheat yields low, pastures and hay gone in Pennington County, South Dakota",07/11/2017,08/01/2016,07/11/2017,"Wall, SD. No hay! Winter wheat only yielding 20-35 bushel. Most of it was hayed. Pastures are mostly gone as there was very little grass grown this year! No measurable rain in several weeks. With a several inch moisture deficit from last fall, and a 4"" deficit now, we are almost a year's worth of rainfall behind!From Pennington County, South Dakota, on July 11, 2017",Agriculture,"Pennington County, SD",
35996,Fire restrictions in Oregon's Crater Lake National Park,08/02/2016,08/01/2016, ,"Stage 1 fire restrictions took effect in Crater Lake National Park on Aug. 1 because dry weather and human activity led to high levels of fire activity within the park.  Back country campfires and fireworks were prohibited, and wood fires and charcoal fires were allowed in official grills or fire rings at Rim Village Picnic, residential park areas, and at Mazama and Lost Creek campgrounds. Gasoline, propane camp stoves and grills are allowed in campgrounds and at picnic, back country and residential areas.Bend Bulletin (Ore.), July 31, 2016","Fire, Relief, Response & Restrictions","Jackson County, OR, Klamath County, OR",
36297,"Picket County, Tennessee, watering required for plants",09/19/2016,08/01/2016,09/16/2016,"Rainfall during this period has been limited and totals 2.14"" since August 1. Last significant rainfall was August 21, 1.22"", with only 0.20"" on August 29 and 0.11"" on September 11. Have been watering sweet potatoes and strawberry beds to keep alive and developing. CoCoRaHS Report from Station #Byrdstown 2.8 SSW on 9/16/2016",Plants & Wildlife,"Pickett County, TN",
39225,New Hampshire trees stressed by drought,02/28/2017,08/01/2016,09/15/2016,"White pine, hemlock and red oak trees in New Hampshire forests endured severe moisture stress during the peak of the drought in August and early September 2016, found researchers from the University of New Hampshire.  Red oak was most drought-tolerant of the three and continued to photosynthesize even when soils were very dry.  SentinelSource.com (Keene, N.H.), Feb. 27, 2017",Plants & Wildlife,"New Hampshire, Belknap County, NH, Carroll County, NH, Cheshire County, NH, Coos County, NH, Grafton County, NH, Hillsborough County, NH, Merrimack County, NH, Rockingham County, NH, Strafford County, NH, Sullivan County, NH",
36136,"Hay production, water quality down in southwestern Perkins County, South Dakota",08/22/2016,08/01/2016, ,"A rancher in southwestern Perkins County said that they have received very little rain this year. Whereas they usually get 350 round bales of hay from their hay field, they have only gotten 115 bales in 2016. The cows were not producing as much milk as usual, given the drought and heat. Of the dams and wells available for the cattle, one dam and one well were low and not providing as much water.","Agriculture, Plants & Wildlife, Water Supply & Quality","Perkins County, SD",
36025,Stage zero drought in Catawba-Wateree river basin in North and South Carolina,11/01/2016,08/01/2016,11/01/2016,"The Catawba Wateree River Basin entered drought stage 1, due to dry weather and above normal temperatures.   Stage 1 triggers low-inflow protocols in area lakes and dams and voluntary water restrictions from municipalities.WBTV-TV Channel 3 (Charlotte, N.C.), Nov. 1, 2016The Catawba-Wateree Drought Management Advisory Group announced that the river basin had entered a Stage Zero drought.  The designation allowed members to monitor water levels more closely, but do not require any actions by the community.WSOC-TV ABC 9 Charlotte (NC), Aug. 1, 2016","Relief, Response & Restrictions, Society & Public Health, Water Supply & Quality","Alexander County, NC, Burke County, NC, Caldwell County, NC, Catawba County, NC, Gaston County, NC, Iredell County, NC, Lincoln County, NC, McDowell County, NC, Mecklenburg County, NC, Chester County, SC, Fairfield County, SC, Kershaw County, SC, Lancaster County, SC, York County, SC",
36171,"Numerous wells running dry in Ithaca, New York",08/26/2016,08/01/2016, ,"Protracted drought is threatening water supplies in Ithaca, New York. Numerous wells are running dry, and one area farmer noted that his main pond is ""virtually dry."" The dry pond has become inundated with frogs that normally would have been consumed by fish. theithaca journal (NY), August 1, 2016","Agriculture, Plants & Wildlife, Water Supply & Quality","Tompkins County, NY, Ithaca, NY",
36021,"Lawn care business owner in Rochester, New York losing money",08/05/2016,08/01/2016, ,"A Rochester lawn care business owner said he’s losing $2,500 to $3,000 weekly because grass was dormant and did not need to be mowed.Rochesterfirst (N.Y.), Aug. 1, 2016","Business & Industry, Plants & Wildlife","Monroe County, NY, Rochester, NY",
35999,Public awareness campaign to raise drought awareness in New Hampshire,08/02/2016,07/31/2016, ,"The New Hampshire Department of Environmental Services launched a public information campaign to raise awareness of ongoing drought, termed the worst in more than a decade.  People in southern New Hampshire were encouraged to reduce non-essential water use.  Nashua Telegraph (N.H.), July 31, 2016","Relief, Response & Restrictions, Society & Public Health, Water Supply & Quality","New Hampshire, Belknap County, NH, Carroll County, NH, Cheshire County, NH, Coos County, NH, Grafton County, NH, Hillsborough County, NH, Milford, NH, Merrimack County, NH, Rockingham County, NH, Strafford County, NH, Sullivan County, NH",
36026,"Water conservation in Pikeville, Tennessee",08/05/2016,07/31/2016, ,"Ongoing drought led to water conservation requests for residents in Pikeville, Tenn.  People were asked to cut back on outdoor watering and vehicle washing.  The town in Bledsoe County gets its water mostly from wells, but also has a backup connection to Dayton and Dunlap.  WTVC-TV ABC 9 Chattanooga (Tenn.), July 31, 2016","Relief, Response & Restrictions, Water Supply & Quality","Bledsoe County, TN, Pikeville, TN",
35984,"Milk production down, corn nearly dead in Berks County, Pennsylvania",08/01/2016,07/29/2016, ,"Corn in a Berks County field was about to die, and cows were producing less milk, due to the heat.  The dairy farmer stated that his cows usually make 70 pounds of milk per day, but the heat brought the average down to 60 pounds per day.  Allentown Morning Call (Penn.), July 29, 2016",Agriculture,"Berks County, PA, Kutztown, PA",
36005,Southeastern New Hampshire counties to forgo lawn watering,08/03/2016,07/29/2016, ,"Residents of Rockingham, Hillsborough and Strafford, New Hampshire’s most populous counties, were asked to stop watering lawns and when flower or vegetable gardens need water, to do so by hand, rather than using sprinklers.  Manchester Union Leader (N.H.), July 29, 2016","Relief, Response & Restrictions, Water Supply & Quality","Hillsborough County, NH, Rockingham County, NH, Strafford County, NH",
35983,"Leaves of corn, soybeans curling in Lehigh County, Pennsylvania",08/01/2016,07/29/2016, ,"The leaves on corn and soybeans were curling or in some cases, the leaf growth was stunted, said John Berry, a Penn State Extension Lehigh County agriculture marketing educator.Corn stalks in a Lehigh County field were turning brown at the base, indicating the plants were sending available moisture to the cobs.  The cobs were smaller than usual and had smaller kernels, as well.  Allentown Morning Call (Penn.), July 29, 2016",Agriculture,"Lehigh County, PA, Macungie, PA",
36024,"Stage 2 water emergency in Rockland County, New York",08/05/2016,07/28/2016, ,"The stage 2 water emergency imposed by Rockland County Executive Ed Day on July 28 called for local golf courses to curb water use by at least 10 percent, but the superintendent for a golf course in Thiells was already conserving more because he relies on a pond for irrigation.NY Journal News (Lohud.com) (White Plains, N.Y.), July 30, 2016","Business & Industry, Relief, Response & Restrictions, Water Supply & Quality","Rockland County, NY, Thiells, NY",
